Region,County,First Dose,Series Complete,Report as of
Long Island,Nassau,1133968,1028739,12/07/2021
New York City,New York,1435465,1265943,12/07/2021
Western New York,Niagara,137549,127796,12/07/2021
Mohawk Valley,Oneida,142807,131077,12/07/2021
Central New York,Onondaga,336837,307524,12/07/2021
Finger Lakes,Ontario,78085,72562,12/07/2021
Mid-Hudson,Orange,236026,213490,12/07/2021
Finger Lakes,Orleans,22479,20898,12/07/2021
Central New York,Oswego,72721,67790,12/07/2021
Mohawk Valley,Otsego,37653,34885,12/07/2021
Mid-Hudson,Putnam,75410,67137,12/07/2021
New York City,Queens,1948447,1767080,12/07/2021
Capital Region,Rensselaer,109657,100964,12/07/2021
New York City,Richmond,345362,316449,12/07/2021
Mid-Hudson,Rockland,210192,188688,12/07/2021
Capital Region,Saratoga,174111,160220,12/07/2021
Capital Region,Schenectady,124850,114028,12/07/2021
Mohawk Valley,Schoharie,18041,17006,12/07/2021
Southern Tier,Schuyler,10454,9625,12/07/2021
Finger Lakes,Seneca,18089,16809,12/07/2021
North Country,St. Lawrence,66823,61766,12/07/2021
Southern Tier,Steuben,50591,47197,12/07/2021
Long Island,Suffolk,1123307,1018867,12/07/2021
Mid-Hudson,Sullivan,46261,41508,12/07/2021
Southern Tier,Tioga,23944,22512,12/07/2021
Southern Tier,Tompkins,78955,73235,12/07/2021
Mid-Hudson,Ulster,135913,123140,12/07/2021
Capital Region,Warren,48807,45351,12/07/2021
Capital Region,Washington,38830,36330,12/07/2021
Finger Lakes,Wayne,60058,55962,12/07/2021
Mid-Hudson,Westchester,787359,703995,12/07/2021
Finger Lakes,Wyoming,21483,19929,12/07/2021
Finger Lakes,Yates,13496,12351,12/07/2021
Capital Region,Albany,231725,209742,12/08/2021
Western New York,Allegany,21172,19473,12/08/2021
New York City,Bronx,1041715,924489,12/08/2021
Southern Tier,Broome,124844,116040,12/08/2021
Western New York,Cattaraugus,40007,36645,12/08/2021
Central New York,Cayuga,46286,42638,12/08/2021
Western New York,Chautauqua,74497,67990,12/08/2021
Southern Tier,Chemung,45335,42282,12/08/2021
Southern Tier,Chenango,29022,26952,12/08/2021
North Country,Clinton,54829,51229,12/08/2021
Capital Region,Columbia,42802,38772,12/08/2021
Central New York,Cortland,27563,25654,12/08/2021
Southern Tier,Delaware,24704,22768,12/08/2021
Mid-Hudson,Dutchess,208514,186814,12/08/2021
Western New York,Erie,649344,596878,12/08/2021
North Country,Essex,25916,23953,12/08/2021
North Country,Franklin,28787,26480,12/08/2021
Mohawk Valley,Fulton,27793,25832,12/08/2021
Finger Lakes,Genesee,34543,32249,12/08/2021
Capital Region,Greene,29763,26945,12/08/2021
North Country,Hamilton,3435,3137,12/08/2021
Mohawk Valley,Herkimer,34389,31916,12/08/2021
North Country,Jefferson,68908,56744,12/08/2021
New York City,Kings,1824601,1647993,12/08/2021
North Country,Lewis,13500,12692,12/08/2021
Finger Lakes,Livingston,37599,35168,12/08/2021
Central New York,Madison,50508,46680,12/08/2021
Finger Lakes,Monroe,534791,495086,12/08/2021
Mohawk Valley,Montgomery,32476,30359,12/08/2021
Long Island,Nassau,1135386,1030156,12/08/2021
New York City,New York,1438401,1268398,12/08/2021
Western New York,Niagara,137772,128133,12/08/2021
Mohawk Valley,Oneida,142919,131306,12/08/2021
Central New York,Onondaga,337164,308062,12/08/2021
Finger Lakes,Ontario,78237,72882,12/08/2021
Mid-Hudson,Orange,236361,213823,12/08/2021
Finger Lakes,Orleans,22499,20913,12/08/2021
Central New York,Oswego,72761,67853,12/08/2021
Mohawk Valley,Otsego,37678,34955,12/08/2021
Mid-Hudson,Putnam,75505,67257,12/08/2021
New York City,Queens,1951724,1769287,12/08/2021
Capital Region,Rensselaer,109776,101091,12/08/2021
New York City,Richmond,345893,316896,12/08/2021
Mid-Hudson,Rockland,210505,188950,12/08/2021
Capital Region,Saratoga,174295,160924,12/08/2021
Capital Region,Schenectady,124991,114292,12/08/2021
Mohawk Valley,Schoharie,18062,17029,12/08/2021
Southern Tier,Schuyler,10460,9638,12/08/2021
Finger Lakes,Seneca,18136,16831,12/08/2021
North Country,St. Lawrence,66907,61923,12/08/2021
Southern Tier,Steuben,50645,47263,12/08/2021
Long Island,Suffolk,1124584,1020089,12/08/2021
Mid-Hudson,Sullivan,46312,41548,12/08/2021
Southern Tier,Tioga,23965,22534,12/08/2021
Southern Tier,Tompkins,79049,73303,12/08/2021
Mid-Hudson,Ulster,136151,123459,12/08/2021
Capital Region,Warren,48870,45406,12/08/2021
Capital Region,Washington,38880,36353,12/08/2021
Finger Lakes,Wayne,60118,56068,12/08/2021
Mid-Hudson,Westchester,789199,705489,12/08/2021
Finger Lakes,Wyoming,21498,19965,12/08/2021
Finger Lakes,Yates,13508,12375,12/08/2021
Capital Region,Albany,231953,210173,12/09/2021
Western New York,Allegany,21199,19499,12/09/2021
New York City,Bronx,1044087,926229,12/09/2021
Southern Tier,Broome,124995,116337,12/09/2021
Western New York,Cattaraugus,40067,36725,12/09/2021
Central New York,Cayuga,46325,42714,12/09/2021
Western New York,Chautauqua,74583,68073,12/09/2021
Southern Tier,Chemung,45370,42329,12/09/2021
Southern Tier,Chenango,29049,27051,12/09/2021
North Country,Clinton,54905,51303,12/09/2021
Capital Region,Columbia,42835,38984,12/09/2021
Central New York,Cortland,27582,25694,12/09/2021
Southern Tier,Delaware,24732,22801,12/09/2021
Mid-Hudson,Dutchess,208752,187097,12/09/2021
Western New York,Erie,650147,598010,12/09/2021
North Country,Essex,25964,23983,12/09/2021
North Country,Franklin,28841,26510,12/09/2021
Mohawk Valley,Fulton,27824,25867,12/09/2021
Finger Lakes,Genesee,34554,32307,12/09/2021
Capital Region,Greene,29804,26995,12/09/2021
North Country,Hamilton,3435,3138,12/09/2021
Mohawk Valley,Herkimer,34434,31952,12/09/2021
North Country,Jefferson,68984,56886,12/09/2021
New York City,Kings,1828910,1651311,12/09/2021
North Country,Lewis,13515,12724,12/09/2021
Finger Lakes,Livingston,37618,35200,12/09/2021
Central New York,Madison,50544,46732,12/09/2021
Finger Lakes,Monroe,535523,495824,12/09/2021
Mohawk Valley,Montgomery,32511,30389,12/09/2021
Long Island,Nassau,1136963,1032407,12/09/2021
New York City,New York,1441286,1270612,12/09/2021
Western New York,Niagara,137912,128310,12/09/2021
Mohawk Valley,Oneida,143062,131420,12/09/2021
Central New York,Onondaga,337442,308616,12/09/2021
Finger Lakes,Ontario,78286,73017,12/09/2021
Mid-Hudson,Orange,236673,214105,12/09/2021
Finger Lakes,Orleans,22541,20968,12/09/2021
Central New York,Oswego,72842,68115,12/09/2021
Mohawk Valley,Otsego,37722,35010,12/09/2021
Mid-Hudson,Putnam,75601,67461,12/09/2021
New York City,Queens,1955105,1771710,12/09/2021
Capital Region,Rensselaer,109890,101242,12/09/2021
New York City,Richmond,346527,317342,12/09/2021
Mid-Hudson,Rockland,210821,189384,12/09/2021
Capital Region,Saratoga,174497,161160,12/09/2021
Capital Region,Schenectady,125095,114617,12/09/2021
Mohawk Valley,Schoharie,18080,17053,12/09/2021
Southern Tier,Schuyler,10463,9643,12/09/2021
Finger Lakes,Seneca,18156,16881,12/09/2021
North Country,St. Lawrence,66957,62071,12/09/2021
Southern Tier,Steuben,50686,47317,12/09/2021
Long Island,Suffolk,1125917,1021777,12/09/2021
Mid-Hudson,Sullivan,46367,41587,12/09/2021
Southern Tier,Tioga,23980,22567,12/09/2021
Southern Tier,Tompkins,79146,73367,12/09/2021
Mid-Hudson,Ulster,136247,123577,12/09/2021
Capital Region,Warren,48971,45478,12/09/2021
Capital Region,Washington,38939,36407,12/09/2021
Finger Lakes,Wayne,60204,56157,12/09/2021
Mid-Hudson,Westchester,790322,707096,12/09/2021
Finger Lakes,Wyoming,21513,19988,12/09/2021
Finger Lakes,Yates,13518,12407,12/09/2021
Capital Region,Albany,232243,210714,12/10/2021
Western New York,Allegany,21214,19605,12/10/2021
New York City,Bronx,1046265,927887,12/10/2021
Southern Tier,Broome,125109,116476,12/10/2021
Western New York,Cattaraugus,40106,36801,12/10/2021
Central New York,Cayuga,46394,42818,12/10/2021
Western New York,Chautauqua,74694,68149,12/10/2021
Southern Tier,Chemung,45434,42452,12/10/2021
Southern Tier,Chenango,29079,27116,12/10/2021
North Country,Clinton,54962,51362,12/10/2021
Capital Region,Columbia,42874,39018,12/10/2021
Central New York,Cortland,27593,25772,12/10/2021
Southern Tier,Delaware,24753,22830,12/10/2021
Mid-Hudson,Dutchess,208980,187385,12/10/2021
Western New York,Erie,651039,599068,12/10/2021
North Country,Essex,25992,24003,12/10/2021
North Country,Franklin,28870,26540,12/10/2021
Mohawk Valley,Fulton,27853,25905,12/10/2021
Finger Lakes,Genesee,34586,32328,12/10/2021
Capital Region,Greene,29832,27016,12/10/2021
North Country,Hamilton,3436,3141,12/10/2021
Mohawk Valley,Herkimer,34489,32006,12/10/2021
North Country,Jefferson,69072,57005,12/10/2021
New York City,Kings,1832546,1654351,12/10/2021
North Country,Lewis,13535,12762,12/10/2021
Finger Lakes,Livingston,37642,35262,12/10/2021
Central New York,Madison,50605,46800,12/10/2021
Finger Lakes,Monroe,536130,496506,12/10/2021
Mohawk Valley,Montgomery,32550,30433,12/10/2021
Long Island,Nassau,1138590,1033938,12/10/2021
New York City,New York,1444561,1273048,12/10/2021
Western New York,Niagara,138027,128440,12/10/2021
Mohawk Valley,Oneida,143218,131627,12/10/2021
Central New York,Onondaga,337823,309274,12/10/2021
Finger Lakes,Ontario,78346,73121,12/10/2021
Mid-Hudson,Orange,236962,214445,12/10/2021
Finger Lakes,Orleans,22556,20981,12/10/2021
Central New York,Oswego,72909,68315,12/10/2021
Mohawk Valley,Otsego,37760,35059,12/10/2021
Mid-Hudson,Putnam,75686,67559,12/10/2021
New York City,Queens,1959303,1774522,12/10/2021
Capital Region,Rensselaer,110027,101382,12/10/2021
New York City,Richmond,347146,317793,12/10/2021
Mid-Hudson,Rockland,211070,189729,12/10/2021
Capital Region,Saratoga,174671,161532,12/10/2021
Capital Region,Schenectady,125223,114869,12/10/2021
Mohawk Valley,Schoharie,18089,17066,12/10/2021
Southern Tier,Schuyler,10470,9650,12/10/2021
Finger Lakes,Seneca,18181,16895,12/10/2021
North Country,St. Lawrence,67017,62215,12/10/2021
Southern Tier,Steuben,50767,47395,12/10/2021
Long Island,Suffolk,1127315,1023063,12/10/2021
Mid-Hudson,Sullivan,46406,41788,12/10/2021
Southern Tier,Tioga,23995,22595,12/10/2021
Southern Tier,Tompkins,79240,73573,12/10/2021
Mid-Hudson,Ulster,136410,123729,12/10/2021
Capital Region,Warren,49013,45531,12/10/2021
Capital Region,Washington,38977,36445,12/10/2021
Finger Lakes,Wayne,60264,56239,12/10/2021
Mid-Hudson,Westchester,791528,708854,12/10/2021
Finger Lakes,Wyoming,21548,20019,12/10/2021
Finger Lakes,Yates,13523,12410,12/10/2021
Capital Region,Albany,232422,211182,12/11/2021
Western New York,Allegany,21232,19626,12/11/2021
New York City,Bronx,1047672,929022,12/11/2021
Southern Tier,Broome,125211,116636,12/11/2021
Western New York,Cattaraugus,40127,36918,12/11/2021
Central New York,Cayuga,46435,42904,12/11/2021
Western New York,Chautauqua,74755,68230,12/11/2021
Southern Tier,Chemung,45451,42488,12/11/2021
Southern Tier,Chenango,29097,27144,12/11/2021
North Country,Clinton,55004,51415,12/11/2021
Capital Region,Columbia,42905,39057,12/11/2021
Central New York,Cortland,27611,25832,12/11/2021
Southern Tier,Delaware,24780,22862,12/11/2021
Mid-Hudson,Dutchess,209150,187576,12/11/2021
Western New York,Erie,651621,600595,12/11/2021
North Country,Essex,26021,24098,12/11/2021
North Country,Franklin,28902,26636,12/11/2021
Mohawk Valley,Fulton,27866,25944,12/11/2021
Finger Lakes,Genesee,34610,32397,12/11/2021
Capital Region,Greene,29848,27037,12/11/2021
North Country,Hamilton,3436,3144,12/11/2021
Mohawk Valley,Herkimer,34513,32042,12/11/2021
North Country,Jefferson,69111,57079,12/11/2021
New York City,Kings,1835564,1657077,12/11/2021
North Country,Lewis,13544,12768,12/11/2021
Finger Lakes,Livingston,37676,35391,12/11/2021
Central New York,Madison,50636,47033,12/11/2021
Finger Lakes,Monroe,536569,497597,12/11/2021
Mohawk Valley,Montgomery,32558,30458,12/11/2021
Long Island,Nassau,1140002,1035454,12/11/2021
New York City,New York,1446766,1274902,12/11/2021
Western New York,Niagara,138190,128859,12/11/2021
Mohawk Valley,Oneida,143308,131858,12/11/2021
Central New York,Onondaga,338164,310130,12/11/2021
Finger Lakes,Ontario,78396,73245,12/11/2021
Mid-Hudson,Orange,237171,214736,12/11/2021
Finger Lakes,Orleans,22565,21020,12/11/2021
Central New York,Oswego,72946,68356,12/11/2021
Mohawk Valley,Otsego,37784,35154,12/11/2021
Mid-Hudson,Putnam,75758,67652,12/11/2021
New York City,Queens,1962563,1776850,12/11/2021
Capital Region,Rensselaer,110140,101668,12/11/2021
New York City,Richmond,347726,318311,12/11/2021
Mid-Hudson,Rockland,211187,189902,12/11/2021
Capital Region,Saratoga,174866,161863,12/11/2021
Capital Region,Schenectady,125305,115034,12/11/2021
Mohawk Valley,Schoharie,18098,17079,12/11/2021
Southern Tier,Schuyler,10473,9656,12/11/2021
Finger Lakes,Seneca,18187,16921,12/11/2021
North Country,St. Lawrence,67059,62294,12/11/2021
Southern Tier,Steuben,50802,47434,12/11/2021
Long Island,Suffolk,1128391,1024240,12/11/2021
Mid-Hudson,Sullivan,46500,41836,12/11/2021
Southern Tier,Tioga,24008,22628,12/11/2021
Southern Tier,Tompkins,79317,73611,12/11/2021
Mid-Hudson,Ulster,136576,124103,12/11/2021
Capital Region,Warren,49110,45581,12/11/2021
Capital Region,Washington,39033,36486,12/11/2021
Finger Lakes,Wayne,60304,56321,12/11/2021
Mid-Hudson,Westchester,792595,710042,12/11/2021
Finger Lakes,Wyoming,21567,20061,12/11/2021
Finger Lakes,Yates,13534,12449,12/11/2021
Capital Region,Albany,232501,211544,12/12/2021
Western New York,Allegany,21234,19629,12/12/2021
New York City,Bronx,1048215,929454,12/12/2021
Southern Tier,Broome,125235,116748,12/12/2021
Western New York,Cattaraugus,40145,36933,12/12/2021
Central New York,Cayuga,46447,42910,12/12/2021
Western New York,Chautauqua,74782,68293,12/12/2021
Southern Tier,Chemung,45463,42500,12/12/2021
Southern Tier,Chenango,29102,27151,12/12/2021
North Country,Clinton,55020,51440,12/12/2021
Capital Region,Columbia,42920,39076,12/12/2021
Central New York,Cortland,27614,25837,12/12/2021
Southern Tier,Delaware,24787,22866,12/12/2021
Mid-Hudson,Dutchess,209208,187677,12/12/2021
Western New York,Erie,651913,600965,12/12/2021
North Country,Essex,26023,24101,12/12/2021
North Country,Franklin,28906,26642,12/12/2021
Mohawk Valley,Fulton,27875,25949,12/12/2021
Finger Lakes,Genesee,34615,32413,12/12/2021
Capital Region,Greene,29860,27045,12/12/2021
North Country,Hamilton,3436,3144,12/12/2021
Mohawk Valley,Herkimer,34525,32063,12/12/2021
North Country,Jefferson,69127,57125,12/12/2021
New York City,Kings,1837312,1658372,12/12/2021
North Country,Lewis,13545,12768,12/12/2021
Finger Lakes,Livingston,37682,35402,12/12/2021
Central New York,Madison,50645,47057,12/12/2021
Finger Lakes,Monroe,536792,498247,12/12/2021
Mohawk Valley,Montgomery,32568,30473,12/12/2021
Long Island,Nassau,1140639,1036104,12/12/2021
New York City,New York,1447936,1275659,12/12/2021
Western New York,Niagara,138243,128916,12/12/2021
Mohawk Valley,Oneida,143632,131959,12/12/2021
Central New York,Onondaga,338264,310376,12/12/2021
Finger Lakes,Ontario,78410,73303,12/12/2021
Mid-Hudson,Orange,237298,214812,12/12/2021
Finger Lakes,Orleans,22572,21031,12/12/2021
Central New York,Oswego,72964,68373,12/12/2021
Mohawk Valley,Otsego,37797,35166,12/12/2021
Mid-Hudson,Putnam,75789,67678,12/12/2021
New York City,Queens,1964410,1778043,12/12/2021
Capital Region,Rensselaer,110176,101773,12/12/2021
New York City,Richmond,347999,318531,12/12/2021
Mid-Hudson,Rockland,211261,189972,12/12/2021
Capital Region,Saratoga,174928,161978,12/12/2021
Capital Region,Schenectady,125351,115118,12/12/2021
Mohawk Valley,Schoharie,18103,17082,12/12/2021
Southern Tier,Schuyler,10476,9656,12/12/2021
Finger Lakes,Seneca,18188,16921,12/12/2021
North Country,St. Lawrence,67085,62322,12/12/2021
Southern Tier,Steuben,50816,47444,12/12/2021
Long Island,Suffolk,1128937,1024861,12/12/2021
Mid-Hudson,Sullivan,46534,41859,12/12/2021
Southern Tier,Tioga,24014,22637,12/12/2021
Southern Tier,Tompkins,79336,73621,12/12/2021
Mid-Hudson,Ulster,136607,124131,12/12/2021
Capital Region,Warren,49118,45611,12/12/2021
Capital Region,Washington,39045,36510,12/12/2021
Finger Lakes,Wayne,60318,56354,12/12/2021
Mid-Hudson,Westchester,792937,710610,12/12/2021
Finger Lakes,Wyoming,21569,20067,12/12/2021
Finger Lakes,Yates,13536,12455,12/12/2021
Capital Region,Albany,232762,211987,12/13/2021
Western New York,Allegany,21259,19653,12/13/2021
New York City,Bronx,1050051,930807,12/13/2021
Southern Tier,Broome,125302,116860,12/13/2021
Western New York,Cattaraugus,40248,37003,12/13/2021
Central New York,Cayuga,46473,42950,12/13/2021
Western New York,Chautauqua,74870,68355,12/13/2021
Southern Tier,Chemung,45502,42544,12/13/2021
Southern Tier,Chenango,29174,27173,12/13/2021
North Country,Clinton,55083,51532,12/13/2021
Capital Region,Columbia,42955,39098,12/13/2021
Central New York,Cortland,27634,25859,12/13/2021
Southern Tier,Delaware,24794,22881,12/13/2021
Mid-Hudson,Dutchess,209347,187856,12/13/2021
Western New York,Erie,652486,601815,12/13/2021
North Country,Essex,26046,24125,12/13/2021
North Country,Franklin,28997,26668,12/13/2021
Mohawk Valley,Fulton,27889,25976,12/13/2021
Finger Lakes,Genesee,34655,32444,12/13/2021
Capital Region,Greene,29884,27065,12/13/2021
North Country,Hamilton,3437,3145,12/13/2021
Mohawk Valley,Herkimer,34552,32088,12/13/2021
North Country,Jefferson,69177,57251,12/13/2021
New York City,Kings,1840627,1660799,12/13/2021
North Country,Lewis,13556,12780,12/13/2021
Finger Lakes,Livingston,37703,35432,12/13/2021
Central New York,Madison,50673,47125,12/13/2021
Finger Lakes,Monroe,537200,498917,12/13/2021
Mohawk Valley,Montgomery,32603,30506,12/13/2021
Long Island,Nassau,1141768,1037178,12/13/2021
New York City,New York,1450547,1277572,12/13/2021
Western New York,Niagara,138398,129127,12/13/2021
Mohawk Valley,Oneida,143816,132232,12/13/2021
Central New York,Onondaga,338572,311009,12/13/2021
Finger Lakes,Ontario,78451,73359,12/13/2021
Mid-Hudson,Orange,237484,215108,12/13/2021
Finger Lakes,Orleans,22585,21056,12/13/2021
Central New York,Oswego,73014,68436,12/13/2021
Mohawk Valley,Otsego,37811,35185,12/13/2021
Mid-Hudson,Putnam,75850,67739,12/13/2021
New York City,Queens,1967464,1780161,12/13/2021
Capital Region,Rensselaer,110266,101916,12/13/2021
New York City,Richmond,348501,318910,12/13/2021
Mid-Hudson,Rockland,211465,190183,12/13/2021
Capital Region,Saratoga,175051,162190,12/13/2021
Capital Region,Schenectady,125485,115317,12/13/2021
Mohawk Valley,Schoharie,18118,17095,12/13/2021
Southern Tier,Schuyler,10508,9694,12/13/2021
Finger Lakes,Seneca,18198,16941,12/13/2021
North Country,St. Lawrence,67149,62405,12/13/2021
Southern Tier,Steuben,50880,47500,12/13/2021
Long Island,Suffolk,1129828,1025701,12/13/2021
Mid-Hudson,Sullivan,46576,41892,12/13/2021
Southern Tier,Tioga,24021,22655,12/13/2021
Southern Tier,Tompkins,79415,73677,12/13/2021
Mid-Hudson,Ulster,136692,124216,12/13/2021
Capital Region,Warren,49156,45666,12/13/2021
Capital Region,Washington,39076,36570,12/13/2021
Finger Lakes,Wayne,60360,56439,12/13/2021
Mid-Hudson,Westchester,793883,711780,12/13/2021
Finger Lakes,Wyoming,21592,20082,12/13/2021
Finger Lakes,Yates,13546,12503,12/13/2021
Capital Region,Albany,235937,214963,12/14/2021
Western New York,Allegany,21606,19993,12/14/2021
New York City,Bronx,1053691,933859,12/14/2021
Southern Tier,Broome,125445,117029,12/14/2021
Western New York,Cattaraugus,40390,37137,12/14/2021
Central New York,Cayuga,47095,43575,12/14/2021
Western New York,Chautauqua,75020,68461,12/14/2021
Southern Tier,Chemung,45588,42608,12/14/2021
Southern Tier,Chenango,29277,27231,12/14/2021
North Country,Clinton,55356,51777,12/14/2021
Capital Region,Columbia,43455,39574,12/14/2021
Central New York,Cortland,27699,25982,12/14/2021
Southern Tier,Delaware,24841,22929,12/14/2021
Mid-Hudson,Dutchess,209756,188222,12/14/2021
Western New York,Erie,653662,603089,12/14/2021
North Country,Essex,26316,24501,12/14/2021
North Country,Franklin,29112,26912,12/14/2021
Mohawk Valley,Fulton,28294,26360,12/14/2021
Finger Lakes,Genesee,35269,33031,12/14/2021
Capital Region,Greene,30419,27566,12/14/2021
North Country,Hamilton,3452,3158,12/14/2021
Mohawk Valley,Herkimer,34923,32445,12/14/2021
North Country,Jefferson,70155,58234,12/14/2021
New York City,Kings,1845876,1664822,12/14/2021
North Country,Lewis,13718,12964,12/14/2021
Finger Lakes,Livingston,38137,35847,12/14/2021
Central New York,Madison,51454,47937,12/14/2021
Finger Lakes,Monroe,541226,503156,12/14/2021
Mohawk Valley,Montgomery,33071,30948,12/14/2021
Long Island,Nassau,1146524,1041573,12/14/2021
New York City,New York,1455604,1281309,12/14/2021
Western New York,Niagara,138726,129508,12/14/2021
Mohawk Valley,Oneida,145708,134154,12/14/2021
Central New York,Onondaga,342935,315218,12/14/2021
Finger Lakes,Ontario,79732,74594,12/14/2021
Mid-Hudson,Orange,237974,215555,12/14/2021
Finger Lakes,Orleans,22924,21384,12/14/2021
Central New York,Oswego,74368,69780,12/14/2021
Mohawk Valley,Otsego,37898,35285,12/14/2021
Mid-Hudson,Putnam,75966,67901,12/14/2021
New York City,Queens,1971601,1783248,12/14/2021
Capital Region,Rensselaer,111606,103287,12/14/2021
New York City,Richmond,349395,319637,12/14/2021
Mid-Hudson,Rockland,211772,190421,12/14/2021
Capital Region,Saratoga,176838,164008,12/14/2021
Capital Region,Schenectady,126758,116688,12/14/2021
Mohawk Valley,Schoharie,18367,17344,12/14/2021
Southern Tier,Schuyler,10525,9714,12/14/2021
Finger Lakes,Seneca,18432,17158,12/14/2021
North Country,St. Lawrence,67417,62729,12/14/2021
Southern Tier,Steuben,51090,47694,12/14/2021
Long Island,Suffolk,1132020,1027631,12/14/2021
Mid-Hudson,Sullivan,46661,42019,12/14/2021
Southern Tier,Tioga,24042,22685,12/14/2021
Southern Tier,Tompkins,79504,73750,12/14/2021
Mid-Hudson,Ulster,136953,124451,12/14/2021
Capital Region,Warren,49676,46133,12/14/2021
Capital Region,Washington,39608,37041,12/14/2021
Finger Lakes,Wayne,61308,57352,12/14/2021
Mid-Hudson,Westchester,795384,713737,12/14/2021
Finger Lakes,Wyoming,21879,20377,12/14/2021
Finger Lakes,Yates,13763,12720,12/14/2021
Capital Region,Albany,237336,216177,12/15/2021
Western New York,Allegany,21988,20362,12/15/2021
New York City,Bronx,1058781,938166,12/15/2021
Southern Tier,Broome,126891,118496,12/15/2021
Western New York,Cattaraugus,41317,37954,12/15/2021
Central New York,Cayuga,47202,43777,12/15/2021
Western New York,Chautauqua,76290,69694,12/15/2021
Southern Tier,Chemung,46345,43337,12/15/2021
Southern Tier,Chenango,29690,27582,12/15/2021
North Country,Clinton,55462,51838,12/15/2021
Capital Region,Columbia,43541,39662,12/15/2021
Central New York,Cortland,28049,26331,12/15/2021
Southern Tier,Delaware,25071,23135,12/15/2021
Mid-Hudson,Dutchess,212691,191110,12/15/2021
Western New York,Erie,665197,614430,12/15/2021
North Country,Essex,26350,24518,12/15/2021
North Country,Franklin,29175,26932,12/15/2021
Mohawk Valley,Fulton,28342,26413,12/15/2021
Finger Lakes,Genesee,35688,33425,12/15/2021
Capital Region,Greene,30490,27651,12/15/2021
North Country,Hamilton,3455,3161,12/15/2021
Mohawk Valley,Herkimer,34971,32504,12/15/2021
North Country,Jefferson,70354,58396,12/15/2021
New York City,Kings,1853162,1670779,12/15/2021
North Country,Lewis,13739,13002,12/15/2021
Finger Lakes,Livingston,38314,36035,12/15/2021
Central New York,Madison,51521,47986,12/15/2021
Finger Lakes,Monroe,543304,505098,12/15/2021
Mohawk Valley,Montgomery,33134,31003,12/15/2021
Long Island,Nassau,1148730,1043492,12/15/2021
New York City,New York,1460304,1284543,12/15/2021
Western New York,Niagara,141319,132000,12/15/2021
Mohawk Valley,Oneida,145952,134394,12/15/2021
Central New York,Onondaga,343448,315771,12/15/2021
Finger Lakes,Ontario,80285,75122,12/15/2021
Mid-Hudson,Orange,240584,218007,12/15/2021
Finger Lakes,Orleans,23095,21540,12/15/2021
Central New York,Oswego,74503,69917,12/15/2021
Mohawk Valley,Otsego,38189,35554,12/15/2021
Mid-Hudson,Putnam,76704,68600,12/15/2021
New York City,Queens,1978322,1788719,12/15/2021
Capital Region,Rensselaer,111856,103454,12/15/2021
New York City,Richmond,351892,321846,12/15/2021
Mid-Hudson,Rockland,213178,191750,12/15/2021
Capital Region,Saratoga,177362,164369,12/15/2021
Capital Region,Schenectady,127036,116869,12/15/2021
Mohawk Valley,Schoharie,18419,17399,12/15/2021
Southern Tier,Schuyler,10699,9875,12/15/2021
Finger Lakes,Seneca,18503,17225,12/15/2021
North Country,St. Lawrence,67472,62778,12/15/2021
Southern Tier,Steuben,52695,49247,12/15/2021
Long Island,Suffolk,1140527,1035506,12/15/2021
Mid-Hudson,Sullivan,47219,42614,12/15/2021
Southern Tier,Tioga,24273,22913,12/15/2021
Southern Tier,Tompkins,79865,74081,12/15/2021
Mid-Hudson,Ulster,138488,125936,12/15/2021
Capital Region,Warren,49727,46178,12/15/2021
Capital Region,Washington,39648,37084,12/15/2021
Finger Lakes,Wayne,61474,57522,12/15/2021
Mid-Hudson,Westchester,800122,718063,12/15/2021
Finger Lakes,Wyoming,22105,20610,12/15/2021
Finger Lakes,Yates,13890,12836,12/15/2021
Capital Region,Albany,238194,216989,12/16/2021
Western New York,Allegany,22070,20429,12/16/2021
New York City,Bronx,1061857,940047,12/16/2021
Southern Tier,Broome,127072,118637,12/16/2021
Western New York,Cattaraugus,41406,38041,12/16/2021
Central New York,Cayuga,47265,43833,12/16/2021
Western New York,Chautauqua,76484,69831,12/16/2021
Southern Tier,Chemung,46422,43399,12/16/2021
Southern Tier,Chenango,29722,27624,12/16/2021
North Country,Clinton,55606,51952,12/16/2021
Capital Region,Columbia,43603,39712,12/16/2021
Central New York,Cortland,28097,26360,12/16/2021
Southern Tier,Delaware,25104,23168,12/16/2021
Mid-Hudson,Dutchess,213184,191484,12/16/2021
Western New York,Erie,666537,615995,12/16/2021
North Country,Essex,26391,24546,12/16/2021
North Country,Franklin,29229,26955,12/16/2021
Mohawk Valley,Fulton,28393,26448,12/16/2021
Finger Lakes,Genesee,35757,33469,12/16/2021
Capital Region,Greene,30520,27702,12/16/2021
North Country,Hamilton,3457,3163,12/16/2021
Mohawk Valley,Herkimer,35010,32548,12/16/2021
North Country,Jefferson,70483,58478,12/16/2021
New York City,Kings,1857320,1673341,12/16/2021
North Country,Lewis,13765,13020,12/16/2021
Finger Lakes,Livingston,38376,36086,12/16/2021
Central New York,Madison,51631,48064,12/16/2021
Finger Lakes,Monroe,544179,505870,12/16/2021
Mohawk Valley,Montgomery,33188,31040,12/16/2021
Long Island,Nassau,1150656,1044856,12/16/2021
New York City,New York,1464015,1286382,12/16/2021
Western New York,Niagara,141608,132265,12/16/2021
Mohawk Valley,Oneida,146193,134620,12/16/2021
Central New York,Onondaga,344016,316286,12/16/2021
